"KEY","VALUE"
"andro Hemd Avos grau/blau XS","<h2>andro Triko Avos - Týmové oblečení a udržitelnost v jednotě</h2> <ul style=""padding-top:5px;""> <li>Ekologicky šetrné triko z minimálně 50 % recyklovaného polyesterového vlákna</li> <li>Příjemné tělesné klima díky prodyšnému indoorDRY RECYCO funkčnímu vláknu</li> <li>Tričko optimálně přizpůsobené pro týmové sporty s dostatkem místa pro klubové logo a sponzory</li> <li>Perfektně kombinovatelné s šortkami Torin neonově zelené</li> <li>Dostupné také ve střihu pro ženy, dětských velikostech a až do 5XL</li> <li>100% polyester mikrovlákno, indoorDRY RECYCO funkční vlákno vyrobené z minimálně 50 % recyklovaného polyesterového vlákna</li> </ul>"
"andro Hemd Avos grau/blau XXL","<h2>andro Hemd Avos - Týmové oblečení a udržitelnost spojeny</h2> <ul style=""padding-top:5px;""> <li>Ekologické tričko z minimálně 50 % recyklovaného polyesterového vlákna</li> <li>Příjemné tělesné klima díky prodyšné technologii indoorDRY RECYCO funkční vlákno</li> <li>Na týmový sport optimalizované tričko s dostatkem prostoru pro klubové logo a sponzory</li> <li>Perfektně kombinovatelné s šortkami Torin neonově zelené</li> <li>Také ve střihu pro dámy, dětské velikosti a až do 5XL</li> <li>100% polyester z mikrovlákna, indoorDRY RECYCO funkční vlákno vyrobené z minimálně 50 % recyklovaného polyesterového vlákna</li> </ul>"
"andro Hemd Avos grau/blau XXS","<h2>andro Košile Avos - Týmové oblečení a udržitelnost spojené</h2> <ul style=""padding-top:5px;""> <li>Ekologické tričko z minimálně 50 % recyklovaného polyesterového vlákna</li> <li>Příjemné tělesné klima díky prodyšnému indoorDRY RECYCO funkčnímu vláknu</li> <li>Ideální tričko pro týmové sporty s dostatkem místa pro týmové logo a sponzory</li> <li>Perfektně kombinovatelné s šortkami Torin neonově zelená</li> <li>Taktéž ve střihu pro dámy, dětských velikostech a až do velikosti 5XL</li> <li>100% polyesterové mikrovlákno, indoorDRY RECYCO funkční vlákno vyrobené z minimálně 50 % recyklovaného polyesterového vlákna</li> </ul>"
"andro Hemd Avos grau/blau XXXL","<h2>andro Hemd Avos - Týmové oblečení a udržitelnost v jednom</h2> <ul style=""padding-top:5px;""> <li>Ekologické tričko z minimálně 50 % recyklovaného polyesterového vlákna</li> <li>Příjemné tělesné klima díky prodyšnému indoorDRY RECYCO funkčnímu vláknu</li> <li>Ideálně přizpůsobené tričko pro týmový sport s dostatečným prostorem pro logo klubu a sponzory</li> <li>Perfektně kombinovatelné s šortkami Torin v neonově zelené barvě</li> <li>K dispozici také ve střihu specifickém pro dámy, dětských velikostech a až do 5XL</li> <li>100% polyester mikrovlákno, indoorDRY RECYCO funkční vlákno vyrobené z minimálně 50 % recyklovaného polyesterového vlákna</li> </ul>"
"andro Hemd Avos grau/blau XXXXL","<h2>andro Tričko Avos - Týmový oděv a udržitelnost spojeny</h2> <ul style=""padding-top:5px;""> <li>Ekologické tričko z minimálně 50 % recyklovaného polyesterového vlákna</li> <li>Příjemné tělesné klima díky prodyšné funkční vláknině indoorDRY RECYCO</li> <li>Tričko optimálně přizpůsobené týmovému sportu s dostatkem místa pro klubové logo a sponzory</li> <li>Perfektně kombinovatelné s šortkami Torin neonově zelená</li> <li>Také v dámském střihu, dětských velikostech a až do 5XL</li> <li>100% polyester mikrovlákno, funkční vlákno indoorDRY RECYCO vyrobené z minimálně 50 % recyklovaného polyesterového vlákna</li> </ul>"
"andro Hemd Avos grau/blau XXXXXL","<h2>andro Hemd Avos - Týmové oblečení a udržitelnost v harmonii</h2> <ul style=""padding-top:5px;""> <li>Ekologické triko z alespoň 50 % recyklovaného polyesterového vlákna</li> <li>Příjemné tělesné klima díky prodyšným indoorDRY RECYCO funkčním vláknům</li> <li>Tričko optimálně přizpůsobené pro týmové sporty s dostatkem místa pro klubové logo a sponzory</li> <li>Perfektně kombinovatelné s šortkami Torin v neonové zelené barvě</li> <li>Dostupné také ve střihu specifickém pro ženy, dětských velikostech a až do 5XL</li> <li>100% polyester mikrovlákno, indoorDRY RECYCO funkční vlákno vyrobené z alespoň 50 % recyklovaného polyesterového vlákna</li> </ul>"
"andro Hemd Avos schwarz/neonrot L","<h2>andro Tričko Avos - Týmové oblečení a udržitelnost v jednom</h2> <ul style=""padding-top:5px;""> <li>Ekologické tričko z minimálně 50 % recyklovaných polyesterových vláken</li> <li>Příjemné tělesné klima díky prodyšným indoorDRY RECYCO funkčním vláknům</li> <li>Tričko ideálně přizpůsobené pro týmové sporty s dostatkem místa pro klubové logo a sponzory</li> <li>Perfektně kombinovatelné s šortkami Torin neonově zelené</li> <li>K dispozici také ve střihu pro ženy, dětských velikostech a až do velikosti 5XL</li> <li>100% polyesterová mikrovlákna, indoorDRY RECYCO funkční vlákna vyrobená z minimálně 50 % recyklovaných polyesterových vláken</li> </ul>"
"andro Hemd Avos schwarz/neonrot M","<h2>andro Tričko Avos - Spojení týmového oblečení a udržitelnosti</h2> <ul style=""padding-top:5px;""> <li>Ekologické tričko z alespoň 50 % recyklovaných polyesterových vláken</li> <li>Výborné tělesné klima díky prodyšné funkční vlákně indoorDRY RECYCO</li> <li>Tričko ideálně přizpůsobené pro týmový sport s dostatečným prostorem pro logo klubu a sponzory</li> <li>Perfektně kombinovatelné s kraťasy Torin neonově zelené</li> <li>Dostupné také ve specifickém střihu pro ženy, dětských velikostech a až do 5XL</li> <li>100% polyesterová mikrovlákna, funkční vlákno indoorDRY RECYCO vyrobené z alespoň 50 % recyklovaných polyesterových vláken</li> </ul>"
"andro Hemd Avos schwarz/neonrot S","<h2>andro Hemd Avos - Týmové oblečení a udržitelnost spojené</h2> <ul style=""padding-top:5px;""> <li>Ekologické tričko z minimálně 50 % recyklovaného polyesterového vlákna</li> <li>Příjemné tělesné klima díky prodyšnému vláknu indoorDRY RECYCO</li> <li>Tričko optimálně přizpůsobené týmovému sportu s dostatkem místa na klubové logo a sponzory</li> <li>Perfektně kombinovatelné s krátkými šortkami Torin neonově zelené</li> <li>Také ve střihu pro ženy, dětských velikostech a do 5XL</li> <li>100% polyesterové mikrovlákno, funkční vlákno indoorDRY RECYCO vyrobené z minimálně 50 % recyklovaného polyesterového vlákna</li> </ul>"
"andro Hemd Avos schwarz/neonrot XL","<h2>andro Tričko Avos - Týmové oblečení a udržitelnost spojeny</h2> <ul style=""padding-top:5px;""> <li>Ekologické tričko z nejméně 50 % recyklovaného polyesterového vlákna</li> <li>Příjemné klima těla díky prodyšnému indoorDRY RECYCO funkčnímu vláknu</li> <li>Na týmový sport optimálně přizpůsobené tričko s dostatkem místa pro klubové logo a sponzory</li> <li>Perfektně kombinovatelné s šortkami Torin neonově zelené</li> <li>Také v dámském střihu, dětských velikostech a až do 5XL</li> <li>100% polyesterové mikrovlákno, indoorDRY RECYCO funkční vlákno vyrobené z nejméně 50 % recyklovaného polyesterového vlákna</li> </ul>"
"andro Hemd Avos schwarz/neonrot XS","<h2>andro Tričko Avos - Týmové oblečení a udržitelnost v jednom</h2> <ul style=""padding-top:5px;""> <li>Ekologické tričko z minimálně 50 % recyklovaného polyesterového vlákna</li> <li>Příjemné tělesné klima díky prodyšné funkční vlákne indoorDRY RECYCO</li> <li>Na týmový sport optimálně přizpůsobené tričko s dostatkem místa pro klubové logo a sponzory</li> <li>Perfektně kombinovatelné s kraťasy Torin v neónově zelené barvě</li> <li>Dostupné i ve střihu pro ženy, dětských velikostech a až do velikosti 5XL</li> <li>100% polyesterové mikrovlákno, funkční vlákno indoorDRY RECYCO vyrobené z minimálně 50 % recyklovaného polyesterového vlákna</li> </ul>"
"andro Hemd Avos schwarz/neonrot XXL","<h2>andro Triko Avos - Týmové oblečení a udržitelnost v jednom</h2> <ul style=""padding-top:5px;""> <li>Ekologické triko z minimálně 50 % recyklovaného polyesterového vlákna</li> <li>Příjemné tělesné klima díky prodyšnému indoorDRY RECYCO funkčnímu vláknu</li> <li>Optimálně přizpůsobené pro týmový sport s dostatečným prostorem pro klubové logo a sponzory</li> <li>Perfektně kombinovatelné s kraťasy Torin neonově zelené</li> <li>Dostupné také ve střihu pro ženy, dětských velikostech a až do 5XL</li> <li>100% polyesterové mikrovlákno, indoorDRY RECYCO funkční vlákno vyrobené z minimálně 50 % recyklovaného polyesterového vlákna</li> </ul>"
"andro Hemd Avos schwarz/neonrot XXS","<h2>andro Košile Avos - Spojení týmového oblečení a udržitelnosti</h2> <ul style=""padding-top:5px;""> <li>Ekologické tričko vyrobené alespoň z 50 % recyklované polyesterové vlákno</li> <li>Příjemné tělesné klima díky prodyšné funkční vlákno indoorDRY RECYCO</li> <li>Tričko optimálně přizpůsobené na stolní tenis s dostatkem prostoru pro klubové logo a sponzory</li> <li>Perfektně kombinovatelné s kraťasy Torin neonově zelené</li> <li>Také v dámském střihu, dětských velikostech a až do velikosti 5XL</li> <li>100% polyester mikrovlákno, funkční vlákno indoorDRY RECYCO vyrobené alespoň z 50 % recyklované polyesterové vlákno</li> </ul>"
"andro Hemd Avos schwarz/neonrot XXXL","<h2>andro Košile Avos - Týmové oblečení a udržitelnost spojeny</h2> <ul style=""padding-top:5px;""> <li>Ekologické tričko z minimálně 50 % recyklovaného polyesterového vlákna</li> <li>Příjemné tělesné klima díky prodyšnému indoorDRY RECYCO funkčnímu vláknu</li> <li>Na týmové sporty optimálně přizpůsobené tričko s dostatkem místa pro logo klubu a sponzory</li> <li>Perfektně kombinovatelné s šortkami Torin neonově zelené</li> <li>Dostupné také ve střihu pro ženy, dětských velikostech a až do 5XL</li> <li>100% polyesterové mikrovlákno, indoorDRY RECYCO funkční vlákno vyrobené z minimálně 50 % recyklovaného polyesterového vlákna</li> </ul>"
"andro Hemd Avos schwarz/neonrot XXXXL","<h2>andro Tričko Avos - Týmové oblečení a udržitelnost v jednom</h2> <ul style=""padding-top:5px;""> <li>Ekologické tričko z minimálně 50 % recyklovaného polyesterového vlákna</li> <li>Příjemné tělesné klima díky prodyšnému indoorDRY RECYCO funkčnímu vláknu</li> <li>Tričko optimálně přizpůsobené pro týmový sport s dostatkem prostoru pro klubové logo a sponzory</li> <li>Perfektně kombinovatelné s kraťasy Torin neonově zelené</li> <li>Dostupné také ve střihu specifickém pro ženy, ve velikostech pro děti a až do 5XL</li> <li>100% polyesterové mikrovlákno, indoorDRY RECYCO funkční vlákno vyrobené z minimálně 50 % recyklovaného polyesterového vlákna</li> </ul>"
"andro Hemd Avos schwarz/neonrot XXXXXL","<h2>andro Košile Avos - Týmové oblečení a udržitelnost spojené</h2> <ul style=""padding-top:5px;""> <li>Ekologické tričko z nejméně 50 % recyklovaného polyesterového vlákna</li> <li>Příjemné tělesné klima díky prodyšnému indoorDRY RECYCO funkčnímu vláknu</li> <li>Tričko optimálně přizpůsobené týmovým sportům s dostatkem místa pro logo klubu a sponzory</li> <li>Perfektně kombinovatelné s kraťasy Torin neonově zelené</li> <li>Taktéž ve střihu pro ženy, dětské velikosti a až do 5XL</li> <li>100% polyester mikrofibra, indoorDRY RECYCO funkční vlákno vyrobené z nejméně 50 % recyklovaného polyesterového vlákna</li> </ul>"
"andro Hemd Tilston rot/schwarz M","<h2>andro Hemd Tilston - Týmové oblečení a udržitelnost spojeny</h2> <ul style=""padding-top:5px;""> <li>Poprvé také dostupné v andro Team Line: andro indoorDRY RECYCO</li> <li>Elastická, prodyšná mikrovlákna, skládající se z nejméně 50 % recyklovaného polyesteru</li> <li>Optimální svoboda pohybu díky střihu specifickému pro stolní tenis</li> <li>Design Tilston ponechává dostatek místa pro potisk vašeho týmového loga či nápisu, ať už tištěného nebo flokovaného</li> </ul> <p style=""padding-top:5px;""></p> <ul style=""padding-top:5px;""> <li>100% polyesterová mikrovlákna, indoorDRY RECYCO funkční vlákna / vyrobeno z nejméně 50 % recyklovaného polyesteru</li> </ul>"
"andro Hemd Tilston rot/schwarz S","<h2>andro Košile Tilston - Týmové oblečení a udržitelnost spojeny</h2> <ul style=""padding-top:5px;""> <li>Poprvé k dispozici také v andro Team Line: andro indoorDRY RECYCO</li> <li>Elastická, prodyšná mikrovlákna, složená z minimálně 50 % recyklovaného polyesterového vlákna</li> <li>Optimální volnost pohybu díky střihu specifickému pro stolní tenis</li> <li>Design Tilston poskytuje dostatek prostoru pro vaše týmové potisky nebo loga, vytištěná nebo nažehlená</li> </ul> <p style=""padding-top:5px;""></p> <ul style=""padding-top:5px;""> <li>100% polyesterová mikrovlákna, indoorDRY RECYCO funkční vlákna / vyrobená z minimálně 50 % recyklovaného polyesterového vlákna</li> </ul>"
"andro Holz Inizio Blue OFF  konkav","<h2>Inizio Blue OFF - Ideální pro ambiciózní začátečníky</h2> <ul style=""padding-top:20px;""> <li>Inizio Blue OFF nabízí skvělou kombinaci kontroly a tempa.</li> <li>Pětivrstvá konstrukce zajišťuje dynamický pocit ze hry se znatelnou ofenzivní silou.</li> <li>Ideální pro ambiciózní začátečníky a hráče, kteří oceňují přesnost a rychlost.</li> <li>Přesvědčuje silným poměrem cena/výkon.</li> </ul>"
"andro Holz Inizio Green ALL  konkav","<h2>Inizio Green ALL - Ideální pro začátečníky a všestranné hráče</h2> <ul style=""padding-top:20px;""> <li>Inizio Green ALL nabízí vynikající kontrolu a příjemný pocit při kontaktu s míčkem.</li> <li>Ideální pro začátečníky a všestranné hráče, kteří oceňují jistotu a přesnost.</li> <li>Perfektní jako první dřevo pro vstup do světa individuálně sestavovaných pálek.</li> <li>Přesvědčí silným poměrem cena/výkon.</li> </ul>"
"andro Holz Inizio Green ALL  konkav small","<h2>Inizio Green ALL - Ideální pro začátečníky a univerzální hráče</h2> <ul style=""padding-top:20px;""> <li>Inizio Green ALL nabízí vynikající kontrolu a příjemný pocit při kontaktu s míčkem.</li> <li>Ideální pro začátečníky a univerzální hráče, kteří ocení jistotu a přesnost.</li> <li>Perfektní jako první dřevo pro vstup do světa individuálně sestavených pálek.</li> <li>Přesvědčí silným poměrem ceny a výkonu.</li> </ul>"
"andro Holz Kanter CO OFF   anatomisch","<h2>andro Holz Kanter CO OFF - pomáhá ti zdokonalit tvou variabilní ofenzivní hru blízko stolu i z polovzdálenosti s jistotou úderů a rychlostí.</h2> <p style=""padding-top:20px;""></p><ul> <li>Jádro z 5,5 mm silného balsového dřeva, mezivrstva z karbonu a vnější dýha z Fineline.</li> <li>Balsové typické vlastnosti, jako je měkký, lehce rozmazaný impuls při kontaktu s míčkem, se u <strong>andro KANTER CO OFF</strong> skvěle spojují s nekompromisní tvrdostí karbonové mezivrstvy.</li> </ul>"
"andro Holz Kanter CO OFF   gerade","<h2>andro Holz Kanter CO OFF - pomáhá ti zdokonalit tvoji variabilní ofenzivní hru blízko u stolu a z polodistancí s jistotou úderu a rychlostí.</h2> <p style=""padding-top:20px;""></p><ul> <li>Jádro z 5,5 mm silného balsového dřeva, mezivrstva z karbonu a vnější dýha z Fineline.</li> <li>Typické vlastnosti balsa dřeva, jako například měkký, lehce rozmazaný impulz při kontaktu s míčkem, se u <strong>andro KANTER CO OFF</strong> skvěle doplňují s neúprosnou tvrdostí karbonové mezivrstvy.</li> </ul>"
"andro Holz Kanter CO OFF   konkav","<h2>andro Holz Kanter CO OFF - pomáhá ti zdokonalit tvou variabilní ofenzivní hru blízko stolu a z polodálky s jistotou úderu a rychlostí.</h2> <p style=""padding-top:20px;""></p><ul> <li>Jádro z 5,5 mm silného balsa dřeva, mezivrstva z karbonu a vnější dýha z Fineline.</li> <li>Typické vlastnosti balsy, jako je měkký, lehce rozmazaný impuls při kontaktu s míčkem, se u <strong>andro KANTER CO OFF</strong> dokonale snoubí s neúprosnou tvrdostí karbonové mezivrstvy.</li> </ul>"
"andro Holz Kanter FO ALL/S  anatomisch","<h2>andro Holz Kanter FO ALL/S  - kontrolovaný herní pocit</h2> <p style=""padding-top:20px;""></p><ul> <li>4,5 mm silná střední vrstva z balsy, mezivrstva z TXL Fiber a vnější vrstva z limby.</li> <li>TXL Fiber stabilizuje dřevo a dodává Kanter FO ALL/S větší sweetspot.</li> <li>Pro balsové dřevo typická nízká hmotnost podporuje kontrolovaný herní pocit.</li> <li>Pro hráče, kteří chtějí rozvinout kontrolovanou blokovací a počítací hru s dobře promyšlenými ofenzivními akcemi.</li> </ul>"
"andro Holz Kanter FO ALL/S  gerade","<h2>andro Holz Kanter FO ALL/S - kontrolovaný herní pocit</h2> <p style=""padding-top:20px;""></p><ul> <li>4,5 mm silná střední vrstva z balsy, mezi vrstvou TXL Fiber a povrchovou dýhou z Limbu.</li> <li>TXL Fiber stabilizuje dřevo a dodává Kanter FO ALL/S větší sweet spot.</li> <li>Typicky nízká hmotnost pro balsa dřeva podporuje kontrolovaný herní pocit.</li> <li>Pro hráče, kteří chtějí stavět kontrolovanou blokovací a kontrastrategii s dobře promyšlenými útočnými akcemi.</li> </ul>"
"andro Holz Kanter FO ALL/S  konkav","<h2>andro Holz Kanter FO ALL/S - kontrolovaný pocit ze hry</h2> <p style=""padding-top:20px;""></p><ul> <li>4,5 mm silné střední dýhy z balsy, mezivrstva z TXL Fiber a vnější dýha z limby.</li> <li>TXL Fiber stabilizuje dřevo a dodává Kanter FO ALL/S větší sweetspot.</li> <li>Pro balsa dřeva typická nízká hmotnost podporuje kontrolovaný pocit ze hry.</li> <li>Pro hráče, kteří chtějí rozvinout kontrolovanou blokovací a protiútokovou hru s promyšlenými ofenzivními akcemi.</li> </ul>"
"andro Holz Kanter FO OFF   anatomisch","<h2>andro Holz Kanter FO OFF - Pro hráče, kteří preferují rychlou a agresivní hru s vysokým tempem.</h2> <p style=""padding-top:20px;""></p><ul> <li>6 mm silné Balsa jádro, mezivrstva z TXL Fiber a vnější dýha z Limby.</li> <li>TXL Fiber přináší tvrdost a přímý přenos síly do tvých úderů, což je výhodné především při hře proti spodnímu rotaci a při akcích zaměřených na bodování.</li> <li>Rychlá manipulace i v tlakových situacích díky nízké hmotnosti.</li> </ul>"
"andro Holz Kanter FO OFF   gerade","<h2>andro Holz Kanter FO OFF - Pro hráče, kteří preferují rychlou a útočnou hru s vysokým tempem.</h2> <p style=""padding-top:20px;""></p><ul> <li>6 mm silné balsa jádro, mezivrstva z TXL vlákna a vnější dýha z limby.</li> <li>TXL vlákno přináší tvrdost a přímý pocit do tvých úderů, což přináší výhody zejména při hře proti spodní rotaci a při bodově orientovaných akcích.</li> <li>Rychlá manipulace i v tlakových situacích díky nízké hmotnosti.</li> </ul>"
"andro Holz Kanter FO OFF   konkav","<h2>andro Holz Kanter FO OFF - Pro hráče, kteří preferují rychlou a útočnou hru s vysokým tempem.</h2> <p style=""padding-top:20px;""></p><ul> <li>6 mm silné jádro z balsy, mezivrstva z TXL vlákna a vnější dýha z limby.</li> <li>TXL vlákno dodává úderům tvrdost a přímost, což přináší výhody zejména ve hře proti rotacím (backspin) a při akcích zaměřených na získávání bodů.</li> <li>Rychlá manipulace i v tlakových situacích díky nízké hmotnosti.</li> </ul>"
"andro Holz Novacell ALL/S  anatomisch","<h2>andro Holz Novacell ALL/S - Pro mladé talenty, které chtějí dále zlepšovat svou hru.</h2> <p style=""padding-top:20px;""></p><ul> <li>andro NOVACELL s mnoha talenty. Vhodný pro hráče ve fázi pokročilého technického tréninku, ale také pro univerzální hráče.</li> <li>Pětivrstvá konstrukce zajišťuje vyváženou rovnováhu mezi rychlostí a kontrolou.</li> <li>Velká optimální úderová zóna a snížené vibrace (CELL-technologie) zvyšují toleranci k chybám a vyrovnávají nepřesnosti ve tvé hře.</li> <li>Pro univerzální hráče, kteří si nechtějí nechat dřevem určovat, kdy zrychlit tempo hry.</li> </ul>"
"andro Holz Novacell ALL/S  gerade","<h2>andro Holz Novacell ALL/S - Pro mladé talenty, které chtějí dále zlepšovat svou hru.</h2> <p style=""padding-top:20px;""></p><ul> <li>andro NOVACELL s mnoha talenty. Vhodné pro hráče ve fázi pokročilého technického tréninku, ale také pro univerzální hráče.</li> <li>Pětivrstvá konstrukce zajišťuje vyváženou rovnováhu mezi rychlostí a kontrolou.</li> <li>Velká optimální úderná zóna a snížené vibrace (CELL technologie) zvyšují toleranci k chybám a vyrovnávají nepřesnosti ve tvé hře.</li> <li>Pro univerzální hráče, kteří se nechtějí nechat svým dřevem diktovat, kdy je třeba zrychlit tempo.</li> </ul>"
"andro Holz Novacell ALL/S  konkav","<h2>andro Holz Novacell ALL/S - Pro mladé talenty, které chtějí dále zlepšit svou hru.</h2> <p style=""padding-top:20px;""></p><ul> <li>andro NOVACELL s mnoha talenty. Vhodný pro hráče v pokročilém technickém tréninku, ale také pro univerzální hráče.</li> <li>Pětivrstvá konstrukce zajišťuje vyváženou rovnováhu mezi rychlostí a kontrolou.</li> <li>Velká optimální trefovací plocha a snížené vibrace (CELL-technologie) zvyšují toleranci k chybám a vyrovnávají nepřesnosti ve vaší hře.</li> <li>Pro univerzální hráče, kteří nechtějí, aby jim jejich dřevo určovalo, kdy posílit tempo.</li> </ul>"
"andro Holz Novacell OFF  anatomisch","<h2>andro Holz Novacell OFF - dodej své topspinové hře dodatečnou přesnost a ostrost!</h2> <p style=""padding-top:20px;""></p><ul> <li>Nejuniverzálnější andro NOVACELL.</li> <li>Pět vrstev dřeva, z toho čtyři z Limby, poskytují základní rychlost a cit pro míč, aby bylo možné rozvinout spinově orientovanou ofenzivní hru.</li> <li>Integrovaná technologie CELL snižuje vibrace, což umožňuje umístit přesné top spiny s vysokým obloukem přímo do slabin soupeře.</li> </ul>"
"andro Holz Novacell OFF  gerade","<h2>andro Holz Novacell OFF - přidej svému topspinovému stylu více přesnosti a ostrosti!</h2> <p style=""padding-top:20px;""></p><ul> <li>Nejvšestrannější andro NOVACELL.</li> <li>Pět vrstev dřeva, z toho čtyři z limbového dřeva, poskytují základní tempo a cit pro míček, což umožňuje rozvinout spinově orientovanou ofenzivní hru.</li> <li>Integrovaná technologie CELL snižuje vibrace a umožňuje tak přesně umístit topspiny s vysokým obloukem přímo do slabin soupeře.</li> </ul>"
"andro Holz Novacell OFF  konkav","<h2>andro Holz Novacell OFF - přidej svému topspinovému úderu dodatečnou přesnost a ostrost!</h2> <p style=""padding-top:20px;""></p><ul> <li>Nejuniverzálnější andro NOVACELL.</li> <li>Pět vrstev dřeva, z toho čtyři z limby, zajišťuje základní rychlost a cit pro míček, které umožňují rozvinout spinově orientovanou ofenzivní hru.</li> <li>Integrovaná technologie CELL snižuje vibrace a umožňuje tak umístit přesné topspiny s vysokým obloukem přímo do slabin soupeře.</li> </ul>"
"andro Holz Novacell OFF/S  anatomisch","<h2>andro Holz Novacell OFF/S - Získejte body přesnými topspiny a permanentně tlačte svého soupeře pod časový tlak!</h2> <p style=""padding-top:20px;""></p><ul> <li>Rychlostní verze andro NOVACELL OFF.</li> <li>Díky tvrdší a silnější centrální vrstvě generuje <strong>NOVACELL OFF/S</strong> dodatečnou rychlost.</li> <li>Technologie CELL a precizně zpracovaná kombinace vrstev zajišťují, že <strong>NOVACELL OFF/S</strong> tě nepředběhne. Jsi pánem této pálky.</li> <li>Nejrychlejší NOVACELL pro hráče s tendencí k silovému útočnému stylu.</li> </ul>"
"andro Holz Novacell OFF/S  gerade","<h2>andro Holz Novacell OFF/S - Boduj přesnými topspiny a neustále udržuj svého soupeře pod časovým tlakem!</h2> <p style=""padding-top:20px;""></p><ul> <li>Rychlostní verze andro NOVACELL OFF.</li> <li>Díky tvrdšímu a tlustšímu středovému jádru generuje <strong>NOVACELL OFF/S</strong> dodatečnou rychlost.</li> <li>Technologie CELL a precizně zpracovaná kombinace dýh zaručují, že tě <strong>NOVACELL OFF/S</strong> nepředběhne. Ty jsi pánem této pálky.</li> <li>Nejrychlejší NOVACELL pro hráče s chutí k tlakovému ofenzivnímu stylu hry.</li> </ul>"
"andro Holz Novacell OFF/S  konkav","<h2>andro Holz Novacell OFF/S - Boduj precizními topspiny a udržuj svého soupeře neustále pod tlakem!</h2> <p style=""padding-top:20px;""></p><ul> <li>Rychlostní verze andro NOVACELL OFF.</li> <li>Díky tvrdší a silnější středové vrstvě generuje <strong>NOVACELL OFF/S</strong> dodatečnou rychlost.</li> <li>Technologie CELL a pečlivě propracovaná kombinace vrstev zaručují, že tě <strong>NOVACELL OFF/S</strong> nepředběhne. Jsi pánem této pálky.</li> <li>Nejrychlejší NOVACELL pro hráče s tendencí k tlakové ofenzivní hře.</li> </ul>"
"andro Holz Synteliac VCI   gerade","<h2>andro Holz Synteliac VCI - poskytuje tvé pasivní hře dodatečnou jistotu.</h2> <p style=""padding-top:20px;"">Čas - nebo přesněji reakční čas - je klíčovým faktorem pro získání bodu. Čím jasnější a jednoznačnější je zpětná vazba z místa úderu míčem, tím rychleji můžeš reagovat. A právě zde se projeví výhody syntetických vláken nové řady Synteliac, které potlačují vibrace. Ihned dostaneš zpětnou vazbu, zda jsi míček správně zasáhl. Ergo, jsi rychleji připraven na další úder.</p> <p style=""padding-top:20px;"">Syntetická vlákna ZYREEMA a VOLTEMA patří k nejmodernějším svého druhu. ZYREEMA poskytuje dřevu tvrdý, čistý úder a vysoké tempo rezerv. VOLTEMA naopak zajišťuje mírnou tvrdost dřeva, nezaměnitelný pocit při úderu a skvělou rovnováhu mezi rychlostí a kontrolou. Ve spojení s karbonem stanovují v řadě SYNTELIAC nové standardy.</p> <p style=""padding-top:20px;"">Nová technologie andro SYNTELIAC inteligentně kombinuje vlastnosti syntetických vláken s technickým potenciálem nejmodernějšího zpracování dýh. Speciální výrobní proces kompozitního materiálu na bázi dýhy a syntetiky probíhá při nižších teplotách, než je obvyklé, aby byly plně zachovány vlastnosti dřevěných dýh. Výsledek: nová herní zkušenost mimo dosud známá karbonová nebo syntetická dřeva. Optimalizuj svůj reakční čas díky čisté zpětné vazbě při reakci a efektivnímu potlačení vibrací a zažij smyslový, téměř intuitivní pocit při úderu s maximálně velkým ""Sweet Spotem"".</p> <p style=""padding-top:20px;""><strong>Synteliac VCI</strong></p> <p style=""padding-top:10px;"">Mezivrstva umělých vláken je u <strong>Synteliac VCI</strong> přímo na jádrové dýze. Tím dřevěné dýhy získávají vliv na místo úderu míčem. To dělá úder o něco měkčí a ještě citlivější.</p> <p style=""padding-top:10px;"">Díky pocitově delší době kontaktu s míčem ve srovnání s VCO získávají tvoje údery na přesnosti a kvalitě, aniž by ztratily na nebezpečnosti.</p> <p style=""padding-top:10px;"">Rychlost a kontrola míče jsou v rovnováze. Žádný pocit přetížení.</p> <p style=""padding-top:10px;"">Hráči, kteří staví svůj ofenzivní systém na variabilních topspinech a přesných úderech, budou mít s <strong>Synteliac VCI</strong> velkou radost.</p>"
