"KEY","VALUE"
"Milky Way/Yinhe Belag 955 Soft rot OX","dlouhé vroubky, univerzální obrana"
"Milky Way/Yinhe Belag 955 Soft schwarz 0,5 mm","dlouhé čopy, kontrola"
"Milky Way/Yinhe Belag 955 Soft schwarz 1,0 mm","dálkové obraně, kontrola blokování"
"Milky Way/Yinhe Belag 955 Soft schwarz OX","dlouhé vroubky, bezpečná kontrola"
"Milky Way/Yinhe Belag Apollo III Soft 33° rot 1,3 mm","Apollo III, vysoce přilnavý"
"Milky Way/Yinhe Belag Apollo III Soft 33° rot 1,5 mm","Apollo III, lepivý povrch"
"Milky Way/Yinhe Belag Apollo III Soft 33° rot 1,7 mm","Apollo III, Obergummi"
"Milky Way/Yinhe Belag Apollo III Soft 33° rot 1,9 mm","Apollo III, stolní tenis"
"Milky Way/Yinhe Belag Apollo III Soft 33° rot 2,1 mm","kontrola, spin"
"Milky Way/Yinhe Belag Apollo III Soft 33° schwarz 1,3 mm","Apollo III, stolní tenis"
"Milky Way/Yinhe Belag Apollo III Soft 33° schwarz 1,5 mm","Apollo III Soft, vysoce přilnavý"
"Milky Way/Yinhe Belag Apollo III Soft 33° schwarz 1,7 mm","Apollo III, lepicí potah"
"Milky Way/Yinhe Belag Apollo III Soft 33° schwarz 1,9 mm","Apollo III, lepivá guma"
"Milky Way/Yinhe Belag Apollo III Soft 33° schwarz 2,1 mm","Apollo III Soft, stolní tenis"
"Milky Way/Yinhe Belag Big Dipper IV Medium rot 1,9 mm","útočný potah, rotace míče"
"Milky Way/Yinhe Belag Big Dipper IV Medium rot 2,1 mm","útočný potah, vysoká rotace"
"Milky Way/Yinhe Belag Big Dipper IV Medium schwarz 1,9 mm","Milky Way, Yinhe Big Dipper IV"
"Milky Way/Yinhe Belag Big Dipper IV Medium schwarz 2,1 mm","Velká rotace, Útočný potah"
"Milky Way/Yinhe Belag Big Dipper Soft rot 1,9 mm","mléčná dráha, čínská lepicí potah"
"Milky Way/Yinhe Belag Big Dipper Soft rot 2,1 mm","lepivý potah, topspin hráč"
"Milky Way/Yinhe Belag Earth II Soft rot 1,5 mm","útočný potah, rotace"
"Milky Way/Yinhe Belag Earth II Soft rot 1,7 mm","Držení, rotace"
"Milky Way/Yinhe Belag Earth II Soft rot 1,9 mm","ofenzivní potah, elastický povrch"
"Milky Way/Yinhe Belag Earth II Soft rot 2,1 mm","útočný potah, rotace"
"Milky Way/Yinhe Belag Earth II Soft schwarz 1,5 mm","Milky Way Earth II Soft, útočný povrch"
"Milky Way/Yinhe Belag Earth II Soft schwarz 1,7 mm","ofenzivní potah, topspin"
"Milky Way/Yinhe Belag Earth II Soft schwarz 1,9 mm","útočný potah, topspin"
"Milky Way/Yinhe Belag Earth II Soft schwarz 2,1 mm","přilnavost, rotace"
"Milky Way/Yinhe Belag Mercury 2 Soft schwarz 1,7 mm","Mercury 2, stolní tenis"
"Milky Way/Yinhe Belag Mercury 2 Soft schwarz 1,9 mm","Yinhe Mercury 2, stolní tenis"
"Milky Way/Yinhe Belag Mercury 2 Soft schwarz 2,1 mm","ozubený povrch, vysoká kontrola"
"Milky Way/Yinhe Belag Moon Speed Soft rot 1,7 mm","Yinhe Měsíc, Rychlý Soft"
"Milky Way/Yinhe Belag Moon Speed Soft rot 1,9 mm","rychlý gumový povlak, technologie Max-Tense"
"Milky Way/Yinhe Belag Moon Speed Soft rot 2,1 mm","Měsíc Rychlost Měkký, Max-Tense Technologický Schwamm"
"Milky Way/Yinhe Belag Moon Speed Soft schwarz 1,7 mm","Měsíc Rychlost, Offenzivní Potah"
"Milky Way/Yinhe Belag Moon Speed Soft schwarz 1,9 mm","Měkká rychlost Měsíc, Spinový gumový potah"
"Milky Way/Yinhe Belag Moon Speed Soft schwarz 2,1 mm","Yinhe Měsíc, soft rychlost"
"Milky Way/Yinhe Belag Pluto Soft schwarz 1,3 mm","střední pipsy, kontrolovaný hraní"
"Milky Way/Yinhe Belag Pluto Soft schwarz 1,5 mm","rychlá středně dlouhá nopka, měkká flexibilní houba"
"Milky Way/Yinhe Belag Pluto Soft schwarz 1,7 mm","Yinhe Pluto měkký, středně dlouhé vroubky"
"Milky Way/Yinhe Belag Pluto Soft schwarz 1,9 mm","středně dlouhé trny, pružná houba"
"Milky Way/Yinhe Belag Uranus Poly  rot 1,5 mm","Yinhe Uranus Poly, krátké pupínky"
"Milky Way/Yinhe Belag Uranus Poly  rot 1,7 mm","Yinhe Uranus Poly, krátké vroubkování"
"Milky Way/Yinhe Belag Uranus Poly  rot 1,9 mm","Uranus Poly, krátké nopky"
"Milky Way/Yinhe Belag Uranus Poly  rot 2,1 mm","pálka na stolní tenis, krátké nopky"
"Milky Way/Yinhe Belag Uranus Poly  rot OX","Yinhe Uranus Poly, pingpongová pálka"
"Milky Way/Yinhe Belag Uranus Poly  schwarz 1,5 mm","blokování, kontrahra"
"Milky Way/Yinhe Belag Uranus Poly  schwarz 1,7 mm","Yinhe Uranus Poly, krátké třásně"
"Milky Way/Yinhe Belag Uranus Poly  schwarz 1,9 mm","Yinhe Uranus Poly, krátké vroubky"
"Milky Way/Yinhe Belag Uranus Poly  schwarz 2,1 mm","Mléčná dráha, Krátké pupínky"
"Milky Way/Yinhe Belag Uranus Poly  schwarz OX","Uranus Poly, krátké vroubky"
"Milky Way/Yinhe Holz M202  gerade","útočné pingpongové dřevo, polyethylen-uhlíková vrstva"
"Milky Way/Yinhe Holz M202  konkav","útočné dřevo, polyethylen-karbon"
"Milky Way/Yinhe Holz V-14 Pro  gerade","V-14 Pro, útočná hra"
"Milky Way/Yinhe Holz V-14 Pro  konkav","Milky Way Yinhe, útočná dřeva"
"Milky Way/Yinhe Holz Y-13  konkav","Milky Way/Yinhe Y-13, útočná pálka"
"Mizuno Rucksack RB navy","batoh, polyester"
"Mizuno Rucksack RB schwarz","Mizuno batoh černý, batoh se šuplíkem na boty"
"Mizuno Schuh Wave Medal Neo I blau/dunkelblau 10,5","Mizuno Wave Medal Neo, Tenisky"
"Mizuno Schuh Wave Medal Neo I blau/dunkelblau 11,0","Mizuno Wave Medal Neo, sportovní obuv"
"Mizuno Schuh Wave Medal Neo I blau/dunkelblau 3,5","Mizuno Wave Medal Neo, sportovní obuv"
"Mizuno Schuh Wave Medal Neo I blau/dunkelblau 4,5","výkonnost, stabilita"
"Mizuno Schuh Wave Medal Neo I blau/dunkelblau 5,0","Mizuno boty, výkonová obuv"
"Mizuno Schuh Wave Medal Neo I blau/dunkelblau 5,5","Mizuno obuv, vysoký výkon"
"Mizuno Schuh Wave Medal Neo I blau/dunkelblau 6,5","Mizuno boty, vysoký výkon"
"Mizuno Schuh Wave Medal Neo I blau/dunkelblau 7,5","Mizuno Wave Medal Neo, sportovní obuv"
"Mizuno Schuh Wave Medal Neo I blau/dunkelblau 8,0","Mizuno Wave, sportovní obuv"
"Mizuno Schuh Wave Medal Neo I blau/dunkelblau 8,5","Mizuno Wave Medal Neo, sportovní obuv"
"Mizuno Schuh Wave Medal Neo I blau/dunkelblau 9,5","výkon, stabilita"
"Dřevo Nittaku Acoustic Carbon","Nittaku Akustický karbon, stolní tenis"
"Dřevo Nittaku Acoustic Carbon Inner OFF","Akustická uhlíková vnitřní pádlo, stolní tenis"
"Dřevo Nittaku Acoustic Carbon LG Handle","Nittaku Akustická karbonová rukojeť, stolní tenis"
"Nittaku Ball J-Top Training 40+ 120er orange","tréninkový míček, odolnost"
"Nittaku Ball J-Top Training 40+ 60er orange","tréninkový míček, trvanlivost"
"Nittaku Ball Nexcel 40+*** 120er orange","Nittaku míček, oranžový míček"
"Nittaku Ball Nexcel 40+*** 12er orange","Nittaku míček, oranžový míček"
"Nittaku Ball Nexcel 40+*** 3er orange","Nittaku míček, oranžový míček"
"Nittaku Ball Premium 40+ *** Cell Free 120er weiß","plastový míček, pingpongové míčky"
"Nittaku Ball Premium 40+ *** Cell Free 3er  weiß","Nittaku míček, plastový míček"
"Nittaku Ball SD 40+ *** 120er weiß","Nittaku míček, bílý"
"Nittaku Ball SD 40+ *** 12er weiß","Nittaku míček, soutěžní plastikový míček"
"Dřevo Nittaku Basaltec Outer - Meister Serie","basaltová vrstvy, stolní tenis"
"Nittaku Belag Best Anti rot 1,3 mm","Nittaku Best Anti, nepříjemný topspin"
"Nittaku Belag Best Anti rot 2,0 mm","nejlepší anti, superelastický"
"Nittaku Belag Best Anti schwarz 2,0 mm","Anti-spinové potahy, Obranný pingpongový potah"
"Nittaku Belag Fastarc C-1 rot 1,8 mm","rychlost, rotace"
"Nittaku Belag Fastarc C-1 rot 2,0 mm","rychlost, spin"
"Nittaku Belag Fastarc C-1 schwarz 1,8 mm","měkká varianta, vyvážená síla"
"Nittaku Belag Fastarc C-1 schwarz 2,0 mm","rychlost, rotace"
"Nittaku Belag Fastarc G-1 rot 2,0 mm","rychlý potah, vynikající rotace"
"Nittaku Belag Fastarc G-1 schwarz 1,8 mm","rychlý potah, vysoká rotace"
"Nittaku Belag Fastarc G-1 schwarz 2,0 mm","rychlý, topspin"
"Nittaku Belag Genextion rot 1,8 mm","pingpongový potah, útočná hra"
"Nittaku Belag Genextion rot 2,0 mm","stolní tenis, ofenzivní hra"
"Nittaku Belag Genextion schwarz 2,0 mm","pingpongová potah, útočná hra"
"Nittaku Belag Hammond Z2 rot 1,8 mm","Nittaku Hammond Z2, stolní tenis potah"
"Nittaku Belag Hammond Z2 rot 2,0 mm","Hammond Z2, přírodní kaučuk"
"Nittaku Belag Hammond Z2 rot 2,3 mm","Hammond Z2, stolní tenis"
"Nittaku Belag Hammond Z2 schwarz 1,8 mm","Hammond Z2, pingpongová potah"
"Nittaku Belag Hammond Z2 schwarz 2,0 mm","Nittaku Belag Hammond Z2, energetický úder"
"Nittaku Belag Hammond Z2 schwarz 2,3 mm","útočné topspiny, přírodní kaučuk"
"Nittaku Belag Magic Carbon rot 1,6 mm","kouzlo karbonu, útočný potah"
"Nittaku Belag Magic Carbon rot 1,8 mm","Nittaku Magic Carbon, útočný potah"
"Nittaku Belag Magic Carbon rot 2,0 mm","kouzelný karbon, útočný potah"
"Nittaku Belag Magic Carbon rot 2,2 mm","rychlost, kontrola"
"Nittaku Belag Magic Carbon schwarz 1,6 mm","kouzelný karbon, útok povrch"
"Nittaku Belag Magic Carbon schwarz 1,8 mm","konstrukce, útok"
"Nittaku Belag Magic Carbon schwarz 2,0 mm","útočný povrch, kontrola"
"Nittaku Belag Magic Carbon schwarz 2,2 mm","gumový povrch, útočný topspin"
"Potah Nittaku DO Knuckle","středně dlouhé vroubky, rušivý efekt"
"Potah Nittaku Factive","grip, kontrolovaná ofenzíva"
"Potah Nittaku Fastarc C-1","Nittaku Fastarc C-1, ofenzivní potah"
"Potah Nittaku Fastarc G-1","rychlý potah, útočný hráč"
"Potah Nittaku Fastarc P-1","guma, rychlost"
"Potah Nittaku Fastarc S-1","rychlý, kontrola"
"Potah Nittaku Hammond Z2","Nittaku potah, stolní tenis"
"Dřevo Nittaku Hina Hayata H2","útočné dřevo, pingpongová pálka"
"Nittaku Holz Acoustic Carbon Inner G-Revision  gerade","Nittaku Acoustic Carbon, stolní tenis"
"Nittaku Holz Acoustic Carbon Inner G-Revision  konkav","Nittaku dřevo, stolní tenis"
"Nittaku Holz Shake Defence  gerade","Nittaku Shake Defence, obranné dřevo"
"Potah Nittaku Hurricane 2¨","rychlost, rotace"
"Potah Nittaku Hurricane 3 Pro Turbo Blue Sponge","Nittaku Hurricane 3 Pro Turbo Modrý Houba, Stolní tenis"
"Potah Nittaku Hurricane 8-80","klepivý povrch, vysoká elasticita"
"Potah Nittaku Hurricane Pro 3 Turbo Orange","Nittaku povrch, pingpongová podložka"
"Dřevo Nittaku Kasumi Special","Nittaku Kasumi Special: Stolní tenis, Dřevěná pálka"
"Dřevo Nittaku Meister Serie Basaltec Inner","Nittaku Meister-Serie, Basaltec Inner"
"Potah Nittaku Moristo LP ONE","Dlouhé trámy, Ovládání"
"Potah Nittaku Moristo SP AX","rychlé útočné potahy, všestranný výkon"
"Nittaku Noppenbürste","kartáč na potahy, čištění pingpongových potahů"
"Dřevo Nittaku Nordlinger DY","pálka na stolní tenis, útočná pálka"
"Nittaku Septear | All Hinoki Blade","Nittaku Septear, japonské dřevo"
"Nittaku Sonic AR | Kurze offensive Noppe","rychlost, rotace"
"Dřevo Nittaku Violin Carbon","Nittaku Violin Carbon, karbonová síla"
"Dřevo Nittaku Violoncello DEF","Nittaku Violoncello DEF, defenzivní pingpongová pálka"
"Obal na stůl DONIC","obal, stůl"
"Obal na stůl Joola","stůl na stolní tenis, vodě odolný obal"
"Obal na stůl STIGA (na rozložený)","obal, stůl"
"Obal na stůl STIGA (na složený)","obal, stůl"
"Ohrádka GEWO Smart 73cm 10ks (oboustranná)","Ohrádka, GEWO"
"Ohrádka GEWO Stabilo Double 90cm 5ks (jednostranná)","Ohrádka, Surrounder"
"Ochranná fólie Joola krycí","ochranná fólie, krycí folie"
"Ochranný sáček na pálku GEWO Protect","ochranný sáček, stolní tenisový potah"
"Omotávka GEWO","Omotávka, Gripová páska"
"Palio Belag Amigo rot 1,8 mm","lepivý povrch, středně tvrdá houba"
"Palio Belag Amigo rot 2,0 mm","palio potah amigo, stolní tenis potah"
"Palio Belag Amigo rot 2,3 mm","univerzální ofenzivní potah, lepivý povrch"
"Palio Belag Amigo schwarz 1,8 mm","Amigo potah, středně tvrdá houba"
"Palio Belag Amigo schwarz 2,0 mm","přilnavý povrch, univerzální potah"
"Palio Belag Amigo schwarz 2,3 mm","Přilnavý povrch, Kompaktní středně tvrdá houba"
"Palio Belag CJ 8000 Balance rot 1,8 mm","univerzální potah, středně měkká houba"
"Palio Belag CJ 8000 Balance rot 2,2 mm","univerzální potah, středně měkká houba"
"Palio Belag CJ 8000 Balance schwarz 1,6 mm","univerzální, všestranný"
"Palio Belag CJ 8000 Balance schwarz 1,8 mm","všestranný, ofenzivní hra"
"Palio Belag CJ 8000 Balance schwarz 2,2 mm","univerzální potah, všestranné vlastnosti"
"Palio Belag CJ 8000 Biotech 40-42° rot 1,8 mm","rychlost, kontrola"
"Palio Belag CJ 8000 Biotech 40-42° rot 2,1 mm","rychlejší, dynamický"
"Palio Belag CJ 8000 Biotech 40-42° schwarz 1,8 mm","rychlost, kontrola"
"Palio Belag CJ 8000 Biotech 40-42° schwarz 2,1 mm","rychlost, kontrola"
"Palio Belag CJ 8000 Biotech 42-44° rot 1,8 mm","rychlost, kontrola"
"Palio Belag CJ 8000 Biotech 42-44° rot 2,1 mm","CJ8000, potah"
"Palio Belag CJ 8000 Biotech 42-44° schwarz 1,8 mm","Palio potah CJ 8000, rychlost katapultu"
"Palio Belag CJ 8000 Biotech 42-44° schwarz 2,1 mm","rychlejší, dynamický"
"Palio Belag CJ 8000 Speed rot 1,7 mm","rychlost, útok"
"Palio Belag CJ 8000 Speed rot 2,3 mm","útočné potahy, kontrola a výkon"
"Palio Belag CJ 8000 Speed schwarz 1,7 mm","kámen útočný, kontrola spinování"
"Palio Belag CJ 8000 Speed schwarz 2,3 mm","ofenzivní hráči, kontrola"
"Palio Belag CJ 8000 Spin rot 1,5 mm","stolní tenis, vysoká rotace"
"Palio Belag CJ 8000 Spin rot 1,8 mm","Pingpongová potah, rotace"
"Palio Belag CJ 8000 Spin rot 2,1 mm","rotace, útočná hra"
"Palio Belag CJ 8000 Spin schwarz 1,5 mm","Palio potah CJ 8000 Spin, stolní tenis"
"Palio Belag CJ 8000 Spin schwarz 1,8 mm","stolní tenis, spinovací potah"
"Palio Belag CK 531 A rot 1,0 mm","dlouhé vroubky, pálka na stolní tenis"
"Palio Belag CK 531 A rot OX","Palio Belag CK 531 A dlouhé vroubky, elastický povrch"
"Palio Belag CK 531 A schwarz 1,0 mm","Palio potah CK 531 A, dlouhé vroubky"
"Palio Belag CK 531 A schwarz OX","Palio dlouhé vroubky, elastické vroubky"
"Palio Belag HK 1997 Biotech 36-38° rot 2,0 mm","gumový povrch, tenisové potahy"
"Palio Belag HK 1997 Biotech 36-38° rot 2,3 mm","Palio potah, stolní tenis"
"Palio Belag HK 1997 Biotech 36-38° schwarz 2,0 mm","Palio potah, měkký Schwamm"
"Palio Belag HK 1997 Biotech 36-38° schwarz 2,3 mm","Palio povrch, čínský potah"
"Palio Belag HK 1997 Biotech 39-41° rot 2,0 mm","Palio Belag, Spinmachina"
"Palio Belag HK 1997 Biotech 39-41° rot 2,3 mm","Palio HK 1997, měkká houba"
"Palio Belag HK 1997 Biotech 39-41° schwarz 2,0 mm","Palio potah, stolní tenis"
"Palio Belag HK 1997 Biotech 39-41° schwarz 2,3 mm","Palio potah, čínský potah"
"Palio Belag HK 1997 rot 1,7 mm","topsinový potah, lehké napětí"
"Palio Belag HK 1997 rot 2,0 mm","spinová guma, kontrolní hodnoty"
"Palio Belag HK 1997 rot 2,3 mm","topsinový potah, středně měkká houba"
"Palio Belag HK 1997 schwarz 1,7 mm","topsin, kontrola"
"Palio Belag HK 1997 schwarz 2,0 mm","topsin, kontrola"
"Palio Belag HK 1997 schwarz 2,3 mm","topsin, kontrola"
"Palio Belag New CK 531 A schwarz 1,0 mm","Palio Obložení, Dlouhé Nopky"
"Palio Belag WP 1013 rot 1,5 mm","středně dlouhé vroubky, blokovací hra"
"Palio Belag WP 1013 rot 1,8 mm","blokovací potah, středně dlouhé vroubky"
"Palio Belag WP 1013 schwarz 1,5 mm","blokovací hra, středně dlouhé špuntíky"
"Palio Belag WP 1013 schwarz 1,8 mm","střední puntíky, kontrola při blokování"
"Pálka ANDRO Inizio ALL + VICTAS Ventus Regular","pálka, stolní tenis"
"Pálka ANDRO Inizio BLUE OFF + GTT 45 BLUE","pálka, modrá"
"Pálka ANDRO Inizio BLUE OFF + GTT 45 RED","Pálka, stolní tenis"
"Pálka ANDRO Timber 7 OFF + Rasanter R48/R45","Pálka, Rasanter"
"Pálka BLACKSTONE + ANDRO POWER 3","Pálka, stolní tenis"
"Pálka BLACKSTONE + FRIENDSHIP RITC Cross Soft","Pálka, soft"
"Pálka BUTTERFLY Champ A1","Pálka, BUTTERFLY"
"Pálka BUTTERFLY Champ F2","Pálka, BUTTERFLY"
"Pálka BUTTERFLY Champ S1","Pálka, BUTTERFLY"
"Pálka DONIC Appelgren 500","Pálka, DONIC"
"Pálka DONIC Appelgren 500 Blister","stolní tenis, pálka"
"Pálka DONIC Persson 200","Pálka, DONIC"
"Pálka DONIC Waldner 200","stolní tenis, pálka"
"Pálka DONIC Waldner 400","pálka, stolní tenis"
"Pálka DONIC Waldner 500","pingpongová pálka, DONIC Waldner"
"Pálka DONIC Waldner 500 Blister","DONIC, Pálka na stolní tenis"
"Pálka GEWO CS Energy Carbon","rychlost, kontrola"
"Pálka GEWO CS Energy Carbon Pro","uhlíková tkanina, vysoký výkon"
"Pálka GEWO CS Energy Control","pálka na stolní tenis, kontrola úderů"
"Pálka GEWO CS Energy Power","potah GEWO, stolní tenis"
"Pálka GEWO Fun","Pálka, rekreační hráči"
"Pálka GEWO Fun-Starter","pálka, začátečníci"
"Pálka GEWO Champ","pálka, kontrola"
"Pálka GEWO PS Blast Carbon","pálka, stolní tenis"
"Pálka GEWO PS Blast Carbon Pro","špičková stolní tenisová pálka, ofenzivní hra"
"Pálka GEWO PS Blast Control","kontrola, spin"
"Pálka GEWO PS Blast Junior","pálka stolní tenis, dětský stolní tenis"
"Pálka GEWO PS Blast Power","stolní tenis, soutěžní pálka"
"Pálka GEWO Rave Game","pálka, stolní tenis"
"Pálka GEWO Rave Junior","pálka, stolní tenis"
"Pálka GEWO Rave Speed","rychlost, kontrola"
"Pálka GEWO Smash","pálka, herní vlastnosti"
"Pálka GEWO Standard Pro","Pálka na stolní tenis, ITTF schválené potahy"
"Pálka TIBHAR MIDI","pingpongová pálka, TIBHAR MIDI"
"Pálka TIBHAR Piccolo","Pálka, TIBHAR Piccolo"
"Pálka VICTAS Euro Classic ALL++ Ventus Regular Alpha","Pingpongová pálka, potahy VICTAS"
"Pálka VICTAS Koki Niwa Wood + V > 15 Extra/Limber","Pálka, stolní tenis"
"Pálka XIOM Offensive S + Jekyll & Hyde V47.5","pálka, útočná hra"
"Pálka XIOM Paltida + Vega EU","Pálka, Stolní tenis"
"Páska GEWO 12mm/50m","ochranná páska, GEWO"
"Páska GEWO 12mm/5m","ochranná páska, černý nápis"
"Páska GEWO 9mm/50m","ochranná páska, robustní páska"
"Páska GEWO 9mm/5m","ochranná páska, GEWO páska"
"Páska GEWO Green-Tec12mm/5m","ochranná páska, GEWO Green-Tec"
"Páska Joola - 12mm (5m)","ochranná páska, hrana pálky"
"Páska Joola - 12mm (50m)","Ochranná páska, hrana pálky"
"Páska na hrany GEWO Green-Tec 12mm/50m","páska, ochrana"
"Páska na raketu Donic 12 mm x 50 m","páska, ochrana"
"Páska na raketu Joola 12 mm x 50 m","páska na raketu, ochrana dřeva"
"Páska na raketu SpinLord 1 meter","okrajová páska, vysoká přilnavost"
"Páska na raketu Yasaka 10 mm x 50 m","páska, raketa"
"PiMPLEPARK Belag Attaxx Speed rot 1,9 mm","útočný potah, rotace"
"PiMPLEPARK Belag Attaxx Speed rot 2,1 mm","útočný potah, rotace"
"PiMPLEPARK Belag Attaxx Speed rot 2,3 mm","útočný potah, rotace"
"PiMPLEPARK Belag Attaxx Speed schwarz 1,9 mm","útočný povrch, rotace"
"PiMPLEPARK Belag Attaxx Speed schwarz 2,1 mm","ofenzivní potah, rotace"
"PiMPLEPARK Belag Attaxx Speed schwarz 2,3 mm","útok, rotace"
"PiMPLEPARK Belag Bloxx rot 1,4 mm","PiMPLEPARK Bloxx, stolní tenis"
"PiMPLEPARK Belag Bloxx rot 1,7 mm","Povrch, Kontrola"
"PiMPLEPARK Belag Bloxx rot 1,9 mm","PiMPLEPARK, Bloxx"
"PiMPLEPARK Belag Bloxx rot 2,1 mm","Bloxx, stolní tenis"
"PiMPLEPARK Belag Bloxx schwarz 1,4 mm","PiMPLEPARK Bloxx, stolní tenis"
"PiMPLEPARK Belag Bloxx schwarz 1,7 mm","PiMPLEPARK Bloxx, stolní tenis"
"PiMPLEPARK Belag Bloxx schwarz 1,9 mm","PiMPLEPARK Bloxx, stolní tenis"
"PiMPLEPARK Belag Bloxx schwarz 2,1 mm","Bloxx potah, pálka pingpong"
"PiMPLEPARK Belag Bumper rot 1,4 mm","kryt na pálku, stolní tenis"
"PiMPLEPARK Belag Bumper rot 1,7 mm","Bumper, kontrola"
"PiMPLEPARK Belag Bumper rot 1,9 mm","krátké vroubky, proměnlivá hra"
"PiMPLEPARK Belag Bumper rot 2,3 mm","krátké pupínky, útočné hraní"
"PiMPLEPARK Belag Bumper schwarz 1,4 mm","krátké potahy, variabilní hra"
"PiMPLEPARK Belag Bumper schwarz 1,7 mm","krátké vroubky, stolní tenis"
"PiMPLEPARK Belag Bumper schwarz 2,3 mm","Bumper, krátké vroubky"
"PiMPLEPARK Belag Cluster rot 0,5 mm","PiMPLEPARK Cluster, dlouhé vroubky"
"PiMPLEPARK Belag Cluster rot 1,0 mm","PiMPLEPARK Belag Cluster, dlouhé vroubky"
"PiMPLEPARK Belag Cluster schwarz 0,5 mm","PiMPLEPARK Cluster, dlouhé vroubky "
"PiMPLEPARK Belag Cluster schwarz 1,0 mm","PiMPLEPARK Cluster, dlouhé puntíky"
"PiMPLEPARK Belag Epos rot 1,0 mm","Epos, stolní tenis"
"PiMPLEPARK Belag Epos rot 1,4 mm","PiMPLEPARK Epos, stolní tenisový potah"
"PiMPLEPARK Belag Epos rot 1,7 mm","PiMPLEPARK potah Epos, defenzivní potah"
"PiMPLEPARK Belag Epos rot 1,9 mm","PiMPLEPARK povrch Epos, stolní tenis"
"PiMPLEPARK Belag Epos schwarz 1,0 mm","nitrady na stolní tenis, defenzivní hráči"
"PiMPLEPARK Belag Epos schwarz 1,4 mm","pálka, gumová potah"
"PiMPLEPARK Belag Epos schwarz 1,7 mm","defenzivní hráči, všestranní hráči"
"PiMPLEPARK Belag Tenaxx rot 1,0 mm","PiMPLEPARK Tenaxx, anti-topspin potah"
"PiMPLEPARK Belag Tenaxx rot 1,5 mm","anti-topspin, kontrola"
"PiMPLEPARK Belag Tenaxx rot 2,0 mm","PiMPLEPARK Tenaxx, anti-topspin potah"
"PiMPLEPARK Belag Tenaxx schwarz 1,0 mm","anti-topspin, strategie"
"PiMPLEPARK Belag Tenaxx schwarz 1,5 mm","Tenaxx proti topspinu, variabilní hra Tenaxx"
"PiMPLEPARK Belag Tenaxx schwarz 2,0 mm","protivotočivý potah, útočný hráč"
"PiMPLEPARK Belag Wobbler blau 0,5 mm","Wobbler, dlouhé potahy"
"PiMPLEPARK Belag Wobbler blau 1,0 mm","Wobbler, dlouhá tráva"
"PiMPLEPARK Belag Wobbler blau OX","PiMPLEPARK Wobbler, Lange Noppe"
"PiMPLEPARK Belag Wobbler rot 0,5 mm","Wobbler, dlouhé nopy"
"PiMPLEPARK Belag Wobbler rot 1,0 mm","Wobbler potah, stolní tenis"
"PiMPLEPARK Belag Wobbler rot OX","Wobbler, dlouhé vroubky"
"PiMPLEPARK Belag Wobbler schwarz 0,5 mm","Wobbler, Dlouhé Nopky"
"PiMPLEPARK Belag Wobbler schwarz OX","PiMPLEPARK potah Wobbler, dlouhé nopky"
"PiMPLEPARK Holz Castro  gerade","PiMPLEPARK Castro, Defenzivní pingpongové dřevo"
"PiMPLEPARK Holz Castro  konkav","dřevo defenzivní, dlouhé puntíky"
"PiMPLEPARK Holz Filius  gerade","PiMPLEPARK Filius, defenzivní hráč"
"PiMPLEPARK Holz Filius  konkav","defenzivní hráč, stolní tenis"
"PiMPLEPARK Holz Impetus  gerade","útočná pálka, lehká konstrukce"
"PiMPLEPARK Holz Impetus  konkav","útočná pálka, karbonové vrstvy"
"PiMPLEPARK Holz Murus  gerade","PiMPLEPARK Murus, allround dřevo"
"PiMPLEPARK Holz Murus  konkav","PiMPLEPARK Murus, dřevo s uhlíkovými vrstvami"
"PiMPLEPARK Holz Pila  gerade","pálka, stolní tenis"
"PiMPLEPARK Holz Pila  konkav","PiMPLEPARK Pila, pingpongová pálka"
"PiMPLEPARK Kantenband 10mm/5m schwarz/weiß","ochranná páska, stolní tenis"
"Plattenhälften GEWO CS Pro Compact 25mm blau","stolní tenis, povrch stolu"
"Plattenhälften GEWO Europa 25mm blau","povrch stolu, GEWO Europa 25"
"Plattenhälften GEWO Gewomatic SC25/SC25 w 25mm blau","stolní tenis, povrch stolu"
"Plattenhälften GEWO Indoor Duo 22mm blau","polovina stolu, hrací povrch"
"Počítadlo BUTTERFLY Basic","Počítadlo, Kroužky"
"Počítadlo BUTTERFLY zápasů","Počítadlo, Zápasy"
"Počítadlo DONIC Match","Počítadlo, tvrdý materiál"
"Počítadlo DONIC Scorer","počitadlo, tvrdý plast"
"Počítadlo GEWO Compact Time Out","ukazatel skóre, počítadlo timeoutů"
"Počítadlo GEWO Prime","Počítadlo skóre, GEWO Prime"
"Počítadlo Joola POINTER","Počitadlo Joola, elegantní počítadlo"
"Počítadlo Joola RESULT","počitadlo, skóre"
"Počítadlo STIGA plast velké","Počítadlo, STIGA"
"Pokal Bonn 26 cm silber/blau","Pohár Bonn, Stříbrno-modrý"
"Pokal Bonn 27,5 cm silber/blau","pohár, stříbrný modrý"
"Pokal Bonn 29 cm silber/blau","Pohár Bonn, Stříbrný/Modrý"
"Pokal Diana 27,5 cm silber/blau","pohár, stolní tenis"
"Pokal Diana 30 cm silber/blau","pohár na stolní tenis, dětské a mládežnické turnaje"
"Pokal Diana 32 cm silber/blau","pingpongový pohár, sportovní trofej"
"Pokal Duisburg mit Deckel 31,0 cm gold","zlatý pohár, mramorový podstavec"
"Pokal Flexx mit Schläger silber/gold","pohár, trofej"
